Social Media,Favorite song,Party,Calories,Coffees
119.73,Ed_Sheeran-Perfect,Know_Somethings,377.96,15.56
115.21,Drake-Gods_Plan,Know_Nothings,632.85,4.01
126.37,ACDC-ThunderStruck,Federalists,457.4,5.88
118.89,Ed_Sheeran-Perfect,Federalists,423.3,6.84
127.21,Mozart-Die_Zauberflote,Know_Nothings,314,12.05
118.09,Drake-Gods_Plan,Know_Nothings,176.31,15.7
120.32,Camila_Cabello-Havana,Federalists,419.53,6.88
122.06,Other,Know_Nothings,560.69,5.68
118.68,ACDC-ThunderStruck,Know_Somethings,539.49,11.43
120.99,Other,Know_Nothings,397.95,9.98
116.9,Camila_Cabello-Havana,Know_It_Alls,462.97,10.78
119.66,Rage_Against_The_Machine-Testify,Know_It_Alls,402.01,12.28
121.69,Camila_Cabello-Havana,Know_It_Alls,355.05,13.6
115.42,Mozart-Die_Zauberflote,Federalists,540.42,3.78
117.46,Mozart-Die_Zauberflote,Know_It_Alls,444.31,11.37
115.39,Drake-Gods_Plan,Know_Nothings,470.88,8.07
118.93,Rage_Against_The_Machine-Testify,Federalists,570.4,2.94
116.73,Camila_Cabello-Havana,Know_Somethings,311.24,17.19
116.36,Camila_Cabello-Havana,Know_It_Alls,561.65,8.4
124.46,Camila_Cabello-Havana,Know_It_Alls,437.15,11.62
115.86,ACDC-ThunderStruck,Know_It_Alls,547.63,8.6
117.71,Camila_Cabello-Havana,Know_It_Alls,243.76,16.51
120.34,Camila_Cabello-Havana,Know_It_Alls,540.26,9.04
123.16,Rage_Against_The_Machine-Testify,Know_Somethings,380.86,15.56
115.86,Ed_Sheeran-Perfect,Federalists,410.82,7.17
118.99,Other,Know_Nothings,296.07,12.56
125.61,Other,Know_It_Alls,112.18,19.73
131.27,Ed_Sheeran-Perfect,Federalists,384.54,7.74
120.71,ACDC-ThunderStruck,Federalists,414.01,7.06
117.28,Drake-Gods_Plan,Know_It_Alls,311.93,14.85
120.3,ACDC-ThunderStruck,Know_Somethings,504.11,12.35
125.18,Drake-Gods_Plan,Know_Nothings,325.94,11.87
118.18,Mozart-Die_Zauberflote,Know_It_Alls,294.29,15.21
120.05,Ed_Sheeran-Perfect,Know_Nothings,390.05,10
116.54,Camila_Cabello-Havana,Know_Somethings,534.74,11.52
115.05,Other,Know_Nothings,464.22,8.35
119.26,Drake-Gods_Plan,Know_Nothings,474.41,8.09
118.2,Ed_Sheeran-Perfect,Federalists,424.6,6.64
120.3,Drake-Gods_Plan,Know_Nothings,229.87,14.25
130.51,Ed_Sheeran-Perfect,Federalists,299.19,9.89
121.14,Drake-Gods_Plan,Know_It_Alls,420.19,11.88
127.44,Drake-Gods_Plan,Know_Nothings,435.54,9.03
115.24,Ed_Sheeran-Perfect,Federalists,362.36,8.27
122.8,Drake-Gods_Plan,Know_Nothings,433.71,9.06
118.49,Camila_Cabello-Havana,Know_It_Alls,468.9,10.71
120.37,Ed_Sheeran-Perfect,Federalists,460.23,5.83
125.71,Drake-Gods_Plan,Know_Nothings,367.49,10.82
118.17,Drake-Gods_Plan,Federalists,445.54,6.17
128.16,Drake-Gods_Plan,Know_Nothings,333.19,11.74
118.21,Ed_Sheeran-Perfect,Know_It_Alls,291.9,15.18
116.7,Ed_Sheeran-Perfect,Federalists,299.06,9.98
120.12,Drake-Gods_Plan,Federalists,375.87,7.94
118.27,Rage_Against_The_Machine-Testify,Know_Somethings,148.17,21.37
120.64,Mozart-Die_Zauberflote,Know_Nothings,509.57,7.13
120.25,Other,Know_Nothings,165.76,15.75
123.77,Camila_Cabello-Havana,Know_Nothings,404.84,9.77
121.68,Drake-Gods_Plan,Federalists,395.31,7.51
116.61,Camila_Cabello-Havana,Know_It_Alls,592.38,7.42
117.55,Camila_Cabello-Havana,Know_It_Alls,383.22,12.96
117.75,Camila_Cabello-Havana,Know_It_Alls,391.81,12.69
119.29,Drake-Gods_Plan,Know_Nothings,297.74,12.58
125.14,Ed_Sheeran-Perfect,Federalists,528.22,4.14
118.65,Rage_Against_The_Machine-Testify,Know_Nothings,459.12,8.42
116.44,Other,Know_It_Alls,508.06,9.76
127.28,Drake-Gods_Plan,Know_Nothings,447.61,8.72
129.48,Mozart-Die_Zauberflote,Know_Nothings,367.58,10.58
118.38,ACDC-ThunderStruck,Federalists,451.07,6.03
117.35,ACDC-ThunderStruck,Federalists,416.78,6.98
119.02,ACDC-ThunderStruck,Federalists,529.28,4
126.84,Drake-Gods_Plan,Know_Nothings,549.12,6.26
121.56,Camila_Cabello-Havana,Know_It_Alls,557.75,8.39
114.65,Rage_Against_The_Machine-Testify,Know_Somethings,471.99,13.29
115.52,Rage_Against_The_Machine-Testify,Know_Somethings,264.28,18.41
117.37,Mozart-Die_Zauberflote,Know_It_Alls,229.32,16.8
116.61,Rage_Against_The_Machine-Testify,Know_It_Alls,437.23,11.58
117.12,Rage_Against_The_Machine-Testify,Know_Nothings,386.57,10.27
117.81,Ed_Sheeran-Perfect,Federalists,273.85,10.67
119.41,Drake-Gods_Plan,Federalists,253.72,11.16
126.37,Drake-Gods_Plan,Know_Nothings,434.89,9.03
117.1,Ed_Sheeran-Perfect,Federalists,377.88,7.84
121.22,Drake-Gods_Plan,Know_Nothings,380.62,10.33
122.68,Rage_Against_The_Machine-Testify,Know_Somethings,273.06,18.19
122.99,ACDC-ThunderStruck,Federalists,306.41,9.68
117.55,Camila_Cabello-Havana,Know_It_Alls,483.02,10.19
118.89,Ed_Sheeran-Perfect,Federalists,543.4,3.7
121.54,Ed_Sheeran-Perfect,Know_It_Alls,374.1,13.17
122.53,Camila_Cabello-Havana,Know_It_Alls,291.63,15.1
117.74,Camila_Cabello-Havana,Know_It_Alls,223.79,16.93
122.28,Camila_Cabello-Havana,Know_It_Alls,358,13.45
122.12,Rage_Against_The_Machine-Testify,Know_Somethings,358.68,16.23
119.63,Drake-Gods_Plan,Know_Nothings,371.3,10.66
121.92,Other,Know_It_Alls,351.91,13.9
119.61,Ed_Sheeran-Perfect,Federalists,414.3,7.03
121.01,Ed_Sheeran-Perfect,Federalists,525.97,4.13
118.9,Ed_Sheeran-Perfect,Federalists,310.35,9.67
120.92,Drake-Gods_Plan,Know_Nothings,187.08,15.33
115.7,Ed_Sheeran-Perfect,Federalists,386.05,7.62
117.72,Drake-Gods_Plan,Know_Nothings,482.69,7.84
125.28,ACDC-ThunderStruck,Know_It_Alls,376.89,13.13
115.74,ACDC-ThunderStruck,Federalists,237.03,11.54
119.29,Ed_Sheeran-Perfect,Federalists,326.99,9.3
118.75,Ed_Sheeran-Perfect,Federalists,488.52,5.08
124.97,Camila_Cabello-Havana,Know_It_Alls,235.43,16.68
117,Ed_Sheeran-Perfect,Federalists,414.21,7.06
119.73,Ed_Sheeran-Perfect,Federalists,259.07,10.86
121.83,Camila_Cabello-Havana,Know_It_Alls,370.91,13.23
117.7,Ed_Sheeran-Perfect,Federalists,298.02,9.94
123.14,Rage_Against_The_Machine-Testify,Know_It_Alls,358.56,13.44
127.3,Ed_Sheeran-Perfect,Know_It_Alls,521.02,9.21
117.07,Mozart-Die_Zauberflote,Know_It_Alls,435.22,11.62
124.57,Camila_Cabello-Havana,Know_It_Alls,404.02,12.37
120.89,Rage_Against_The_Machine-Testify,Know_Somethings,236.12,19.13
121.15,Drake-Gods_Plan,Know_It_Alls,326.48,14.39
132.26,Ed_Sheeran-Perfect,Federalists,517.39,4.5
121.11,Drake-Gods_Plan,Know_Nothings,543.29,6.28
128.63,Ed_Sheeran-Perfect,Federalists,510.61,4.52
130.39,Ed_Sheeran-Perfect,Federalists,523.09,4.18
122.68,Rage_Against_The_Machine-Testify,Know_Somethings,444.71,13.9
122.5,Camila_Cabello-Havana,Know_It_Alls,511.35,9.73
114.34,Rage_Against_The_Machine-Testify,Know_Somethings,375.44,15.73
124.1,Ed_Sheeran-Perfect,Federalists,337.92,8.92
120.96,ACDC-ThunderStruck,Federalists,278.83,10.49
123.97,Ed_Sheeran-Perfect,Know_Nothings,343.96,11.35
121.05,Ed_Sheeran-Perfect,Federalists,433.41,6.47
114.03,Drake-Gods_Plan,Know_Nothings,398.99,9.85
117,Camila_Cabello-Havana,Know_Somethings,447.8,13.81
118.42,Other,Know_Nothings,383.56,10.23
118.51,Camila_Cabello-Havana,Know_It_Alls,471.33,10.6
121.21,ACDC-ThunderStruck,Know_Nothings,251.6,13.64
118.18,Other,Know_Somethings,490.23,12.64
127.88,ACDC-ThunderStruck,Federalists,298.49,10.07
119.45,Rage_Against_The_Machine-Testify,Know_Somethings,277.8,18.18
120,Rage_Against_The_Machine-Testify,Know_Somethings,442.12,13.91
127.92,Camila_Cabello-Havana,Know_It_Alls,451.41,11.13
125.04,Rage_Against_The_Machine-Testify,Federalists,373.56,8.07
120.28,Rage_Against_The_Machine-Testify,Federalists,361.31,8.43
117.19,Camila_Cabello-Havana,Know_It_Alls,571.24,8.08
115.1,Other,Know_It_Alls,403.94,12.38
122.34,Camila_Cabello-Havana,Federalists,334.87,9.15
121.28,Other,Know_Nothings,581.84,5.32
117.88,Drake-Gods_Plan,Know_Nothings,403.56,9.87
124.53,Drake-Gods_Plan,Know_Nothings,466.1,8.2
119.53,Drake-Gods_Plan,Know_Nothings,507.89,7.08
125.44,ACDC-ThunderStruck,Know_Nothings,435.7,8.93
116.79,Ed_Sheeran-Perfect,Federalists,310.69,9.53
114.52,Ed_Sheeran-Perfect,Federalists,325.2,9.17
121.42,Ed_Sheeran-Perfect,Know_Nothings,369.28,10.77
122.26,Rage_Against_The_Machine-Testify,Know_Somethings,600.6,10.09
123.4,ACDC-ThunderStruck,Know_Nothings,366.61,10.65
117.67,Camila_Cabello-Havana,Know_It_Alls,529.88,9.15
123.45,Camila_Cabello-Havana,Know_It_Alls,398.27,12.46
123.84,ACDC-ThunderStruck,Federalists,351.2,8.66
122.68,Rage_Against_The_Machine-Testify,Federalists,354.73,8.56
123.02,Rage_Against_The_Machine-Testify,Know_It_Alls,585.19,7.87
118.24,ACDC-ThunderStruck,Federalists,429.57,6.69
131.83,Drake-Gods_Plan,Federalists,422.5,6.79
117.92,Mozart-Die_Zauberflote,Know_Somethings,469.95,13.25
117.95,Ed_Sheeran-Perfect,Federalists,432.05,6.55
119.12,Ed_Sheeran-Perfect,Federalists,481.67,5.22
117.64,Camila_Cabello-Havana,Know_It_Alls,361.65,13.5
125.5,Ed_Sheeran-Perfect,Know_Somethings,133.11,21.86
119.19,Rage_Against_The_Machine-Testify,Know_Somethings,446.36,13.77
117.79,Camila_Cabello-Havana,Know_It_Alls,368.87,13.31
118.63,Other,Federalists,70.8,15.71
118.41,Drake-Gods_Plan,Know_Nothings,324.74,11.87
116.48,Ed_Sheeran-Perfect,Know_It_Alls,295.4,15.09
116.35,ACDC-ThunderStruck,Know_It_Alls,417.04,11.9
116.38,Ed_Sheeran-Perfect,Federalists,381.26,7.88
117,Rage_Against_The_Machine-Testify,Federalists,388.01,7.54
124.01,Other,Know_Nothings,317.98,12
117.31,Ed_Sheeran-Perfect,Federalists,400.64,7.28
117.28,Ed_Sheeran-Perfect,Federalists,465.84,5.64
116.54,Drake-Gods_Plan,Know_Nothings,371.42,10.62
118.58,Rage_Against_The_Machine-Testify,Know_Somethings,377.87,15.55
123.48,Drake-Gods_Plan,Know_Somethings,502.54,12.4
115.78,Mozart-Die_Zauberflote,Know_It_Alls,361.83,13.29
118.52,Ed_Sheeran-Perfect,Federalists,237.75,11.55
123.23,Mozart-Die_Zauberflote,Know_It_Alls,329.98,14.19
119.34,Drake-Gods_Plan,Know_Nothings,499.01,7.38
121.66,Ed_Sheeran-Perfect,Know_It_Alls,505.97,9.79
119.89,Rage_Against_The_Machine-Testify,Know_Somethings,418.07,14.47
121.51,Camila_Cabello-Havana,Know_It_Alls,411.42,12.15
127.95,Ed_Sheeran-Perfect,Federalists,462.08,5.83
120.93,Ed_Sheeran-Perfect,Know_Nothings,340.51,11.32
120.59,Other,Federalists,255.41,11
118.5,ACDC-ThunderStruck,Federalists,269.98,10.73
125.38,Rage_Against_The_Machine-Testify,Know_Somethings,329.95,16.7
117.24,Rage_Against_The_Machine-Testify,Federalists,433.16,6.55
117.86,Drake-Gods_Plan,Know_Nothings,468.42,8.16
117.08,Rage_Against_The_Machine-Testify,Know_Somethings,385.63,15.37
121.74,Camila_Cabello-Havana,Know_It_Alls,566.83,8.23
120.83,Drake-Gods_Plan,Know_Nothings,340.26,11.46
119.06,Drake-Gods_Plan,Know_Nothings,399.64,10.12
120.19,Drake-Gods_Plan,Know_Nothings,177.9,15.48
120.51,ACDC-ThunderStruck,Know_It_Alls,314.28,14.65
114.69,Other,Know_Nothings,409.31,9.62
121.67,ACDC-ThunderStruck,Know_It_Alls,408.06,12.33
121.21,Ed_Sheeran-Perfect,Federalists,410.87,7.16
116.11,ACDC-ThunderStruck,Know_Nothings,305.73,12.37
121.91,ACDC-ThunderStruck,Federalists,334.81,9.13
118.32,Other,Know_Nothings,465.49,8.15
119.15,Other,Federalists,210.97,12.28
114.89,Rage_Against_The_Machine-Testify,Know_Somethings,443.24,13.98
117,Other,Federalists,511.33,4.65
121.44,Other,Federalists,555.63,3.48
118.86,Other,Know_Nothings,564.96,5.81
116.33,Ed_Sheeran-Perfect,Federalists,547.39,3.64
117.22,Rage_Against_The_Machine-Testify,Know_Somethings,506.31,12.4
118.77,Other,Know_Nothings,230.32,14.13
122.19,Ed_Sheeran-Perfect,Federalists,254.19,11.04
120.1,Camila_Cabello-Havana,Know_Somethings,338.3,16.57
122.43,Ed_Sheeran-Perfect,Federalists,567.36,3.27
118.76,Mozart-Die_Zauberflote,Know_Somethings,452.73,13.69
119.1,Drake-Gods_Plan,Know_Somethings,217.66,19.67
115.87,Ed_Sheeran-Perfect,Federalists,466.91,5.63
124.58,Camila_Cabello-Havana,Know_It_Alls,388.79,12.63
116.64,Drake-Gods_Plan,Know_Nothings,264.25,13.33
117.69,Ed_Sheeran-Perfect,Know_Somethings,503.38,12.54
115.26,Rage_Against_The_Machine-Testify,Know_Somethings,518.61,12.1
114.78,Mozart-Die_Zauberflote,Federalists,393.61,7.43
117.06,Ed_Sheeran-Perfect,Federalists,323.41,9.39
116.54,ACDC-ThunderStruck,Federalists,354.93,8.59
120.69,Camila_Cabello-Havana,Know_It_Alls,481.97,10.4
117.8,Other,Know_Nothings,421.69,9.37
119.6,Drake-Gods_Plan,Know_Nothings,363.79,10.73
114.63,Drake-Gods_Plan,Know_Nothings,366.37,10.89
120.94,Camila_Cabello-Havana,Know_It_Alls,463.04,10.95
126.33,Drake-Gods_Plan,Know_Nothings,436.21,9.08
117.29,Mozart-Die_Zauberflote,Know_It_Alls,236.47,16.59
124.01,Drake-Gods_Plan,Know_Nothings,343.86,11.33
118.27,Drake-Gods_Plan,Know_Nothings,370.98,10.66
122.26,Ed_Sheeran-Perfect,Federalists,432.54,6.44
125.66,Ed_Sheeran-Perfect,Federalists,520.7,4.27
117.57,ACDC-ThunderStruck,Federalists,500.22,4.68
118.74,Drake-Gods_Plan,Know_Nothings,358.71,11.05
116.28,Rage_Against_The_Machine-Testify,Federalists,399.93,7.3
124.34,Mozart-Die_Zauberflote,Know_It_Alls,386.93,12.83
120.39,Ed_Sheeran-Perfect,Federalists,423.7,6.83
124,Drake-Gods_Plan,Know_Nothings,368.22,10.74
116.8,Other,Know_Nothings,286.5,12.86
118.64,ACDC-ThunderStruck,Federalists,366.91,8.23
120.92,Camila_Cabello-Havana,Know_Nothings,456.9,8.42
121.7,Other,Know_Nothings,389.98,10.18
114.43,Camila_Cabello-Havana,Know_It_Alls,188.53,17.76
125.79,Rage_Against_The_Machine-Testify,Know_Somethings,315.38,17.09
120.98,Drake-Gods_Plan,Know_Nothings,340.3,11.38
128.45,Rage_Against_The_Machine-Testify,Know_It_Alls,408.61,12.24
116.72,ACDC-ThunderStruck,Know_It_Alls,283.41,15.35
114.88,Rage_Against_The_Machine-Testify,Know_It_Alls,508.66,9.8
125.12,Camila_Cabello-Havana,Know_It_Alls,272.56,15.64
117.81,Rage_Against_The_Machine-Testify,Know_Somethings,460.89,13.39
118.64,Mozart-Die_Zauberflote,Know_Nothings,334.33,11.6
118.23,Rage_Against_The_Machine-Testify,Know_Somethings,380.79,15.41
127.14,Other,Know_Nothings,431.86,9.01
122.93,Ed_Sheeran-Perfect,Know_It_Alls,228.57,16.8
121.51,Rage_Against_The_Machine-Testify,Know_Nothings,430.87,9.13
117.48,Drake-Gods_Plan,Know_Nothings,681.52,2.72
122.96,Camila_Cabello-Havana,Know_It_Alls,318.87,14.54
116.56,Rage_Against_The_Machine-Testify,Know_Somethings,399.95,15.04
122.95,Ed_Sheeran-Perfect,Federalists,418.07,6.83
118.18,Other,Know_It_Alls,228.59,16.85
119.47,Drake-Gods_Plan,Know_Nothings,407.71,9.73
117.72,Camila_Cabello-Havana,Know_It_Alls,400.5,12.43
119.39,Ed_Sheeran-Perfect,Federalists,284.1,10.3
118.26,Drake-Gods_Plan,Know_Nothings,405.96,9.83
123.67,Drake-Gods_Plan,Know_Nothings,438.6,8.95
121.83,Ed_Sheeran-Perfect,Federalists,363.71,8.29
116.14,Other,Know_Nothings,441.59,8.81
121.72,Other,Know_Nothings,338.74,11.47
121.28,Ed_Sheeran-Perfect,Federalists,526.03,4.4
115.54,Rage_Against_The_Machine-Testify,Know_Nothings,495.2,7.42
123.9,Other,Know_Nothings,579.79,5.42
119.6,ACDC-ThunderStruck,Know_Nothings,381.84,10.45
129.18,Rage_Against_The_Machine-Testify,Know_Somethings,488.83,12.78
124.2,Drake-Gods_Plan,Know_Nothings,363.94,10.85
118.11,Drake-Gods_Plan,Know_Nothings,322.14,11.77
119.7,Rage_Against_The_Machine-Testify,Federalists,410.92,7.1
123.77,Ed_Sheeran-Perfect,Federalists,282.94,10.24
116.91,Camila_Cabello-Havana,Know_It_Alls,414.81,12.11
118.78,Ed_Sheeran-Perfect,Federalists,459.34,5.82
129.7,Camila_Cabello-Havana,Know_It_Alls,178.11,18.18
119.8,Other,Know_Nothings,611.43,4.51
117.41,Other,Know_Nothings,341.9,11.42
123.46,Ed_Sheeran-Perfect,Know_Somethings,407.69,14.93
118.1,Mozart-Die_Zauberflote,Know_It_Alls,301.75,14.93
120.77,Other,Know_Nothings,392.37,10.08
119.76,Camila_Cabello-Havana,Know_It_Alls,281.08,15.48
116.48,Camila_Cabello-Havana,Know_It_Alls,457.87,11
128.25,Other,Know_Nothings,129.83,16.8
118.81,Camila_Cabello-Havana,Know_It_Alls,439.54,11.39
115.63,Ed_Sheeran-Perfect,Federalists,381.02,7.98
114.36,Ed_Sheeran-Perfect,Federalists,227.95,11.61
121.71,ACDC-ThunderStruck,Federalists,306.1,9.61
123.39,Other,Know_Nothings,242.75,13.89
118.05,Drake-Gods_Plan,Know_Nothings,447.78,8.78
120.96,Other,Know_Nothings,375.73,10.53
122.56,Other,Know_It_Alls,519.47,9.43
117.7,Camila_Cabello-Havana,Know_It_Alls,608.07,7.11
120.37,ACDC-ThunderStruck,Federalists,574.23,3.03
119.38,Ed_Sheeran-Perfect,Federalists,440.03,6.34
116.88,Ed_Sheeran-Perfect,Federalists,257.49,10.89
118.87,Camila_Cabello-Havana,Federalists,407.92,7.2
120.7,Camila_Cabello-Havana,Know_Nothings,476.12,7.83
114.68,Ed_Sheeran-Perfect,Federalists,297.33,9.9
120.97,Ed_Sheeran-Perfect,Federalists,394.73,7.5
117.81,Camila_Cabello-Havana,Know_It_Alls,445.22,11.27
119.52,ACDC-ThunderStruck,Federalists,301.29,9.93
124.27,Other,Know_Nothings,495.49,7.52
120.47,Drake-Gods_Plan,Know_It_Alls,315.92,14.76
115.87,Camila_Cabello-Havana,Know_It_Alls,475.26,10.5
118.22,Mozart-Die_Zauberflote,Federalists,210.47,12.17
118.52,Drake-Gods_Plan,Know_Nothings,477.76,7.88
117.97,Ed_Sheeran-Perfect,Federalists,382.02,7.9
119.69,Mozart-Die_Zauberflote,Know_It_Alls,462.96,10.79
118.15,Drake-Gods_Plan,Know_It_Alls,422.32,11.86
121.23,Camila_Cabello-Havana,Know_Nothings,455.35,8.49
121.94,Camila_Cabello-Havana,Know_It_Alls,275.89,15.54
118.55,Ed_Sheeran-Perfect,Know_It_Alls,491.19,10.07
116.33,Ed_Sheeran-Perfect,Federalists,443.73,6.26
124.33,ACDC-ThunderStruck,Know_Nothings,448.05,8.65
122.73,Other,Know_Nothings,484.15,7.81
119.15,Ed_Sheeran-Perfect,Federalists,416.74,6.93
117.7,Ed_Sheeran-Perfect,Know_Nothings,300.68,12.36
119.54,Other,Federalists,446.55,6.38
122.01,ACDC-ThunderStruck,Know_Nothings,166.36,15.83
117.27,ACDC-ThunderStruck,Federalists,501.94,4.81
120.95,Mozart-Die_Zauberflote,Federalists,325.63,9.29
114.4,Camila_Cabello-Havana,Know_It_Alls,313.86,14.53
124.86,Drake-Gods_Plan,Federalists,377.22,7.97
117.86,Drake-Gods_Plan,Know_Nothings,278.82,12.95
117.04,Ed_Sheeran-Perfect,Federalists,379.02,7.94
121.95,Rage_Against_The_Machine-Testify,Know_It_Alls,565.82,8.23
120.42,Mozart-Die_Zauberflote,Know_Nothings,363.72,10.96
122.06,Ed_Sheeran-Perfect,Federalists,403.81,7.15
120.23,Drake-Gods_Plan,Know_Nothings,366.03,10.89
117.4,ACDC-ThunderStruck,Know_Somethings,414.34,14.78
121.53,Mozart-Die_Zauberflote,Federalists,200.74,12.52
117.33,Drake-Gods_Plan,Know_Nothings,375.17,10.36
118.8,Rage_Against_The_Machine-Testify,Know_Somethings,394.95,15.15
122.59,Rage_Against_The_Machine-Testify,Know_It_Alls,564.34,8.31
116.61,Ed_Sheeran-Perfect,Federalists,356.17,8.5
125.97,Camila_Cabello-Havana,Know_It_Alls,348.48,13.82
121.88,ACDC-ThunderStruck,Federalists,440.67,6.29
118.22,Ed_Sheeran-Perfect,Federalists,491.82,4.95
118.44,Ed_Sheeran-Perfect,Federalists,491.52,5.08
118.02,Other,Know_Nothings,605.5,4.73
124.24,Rage_Against_The_Machine-Testify,Know_Somethings,336.38,16.63
119.52,Drake-Gods_Plan,Know_Nothings,551.59,6.13
117.1,Camila_Cabello-Havana,Know_It_Alls,415.89,12.04
122.86,Other,Know_Nothings,394.28,10.07
118.47,Camila_Cabello-Havana,Know_It_Alls,441.93,11.48
121,Mozart-Die_Zauberflote,Know_It_Alls,231.87,16.74
122.97,Other,Know_Nothings,419.38,9.39
116.92,Drake-Gods_Plan,Federalists,569.29,3.08
120.66,ACDC-ThunderStruck,Federalists,435.45,6.38
126.5,Ed_Sheeran-Perfect,Federalists,225.9,11.8
120.75,Other,Know_Nothings,359.74,11.05
121.32,Ed_Sheeran-Perfect,Federalists,381.4,7.79
118.99,Camila_Cabello-Havana,Know_It_Alls,427.15,11.72
123.09,Other,Know_Nothings,582.03,5.37
129.17,Camila_Cabello-Havana,Know_It_Alls,171.33,18.26
116.44,Rage_Against_The_Machine-Testify,Federalists,469.97,5.61
121.35,Other,Know_Nothings,419.21,9.46
117.33,Rage_Against_The_Machine-Testify,Know_Nothings,280.38,12.9
122.76,ACDC-ThunderStruck,Know_Nothings,382.46,10.36
114.8,Other,Know_Nothings,437.63,8.97
125.8,Camila_Cabello-Havana,Federalists,397.31,7.5
119.56,Camila_Cabello-Havana,Know_It_Alls,368.7,13.38
117.3,Rage_Against_The_Machine-Testify,Know_Nothings,310.29,12.26
128.49,Camila_Cabello-Havana,Know_It_Alls,518.43,9.33
118.77,Camila_Cabello-Havana,Know_It_Alls,404.32,12.43
119.43,Drake-Gods_Plan,Know_Somethings,455.25,13.58
115.24,Ed_Sheeran-Perfect,Federalists,300.63,9.85
117.18,Drake-Gods_Plan,Know_Nothings,305.95,12.18
117,Camila_Cabello-Havana,Federalists,340.82,8.81
122.94,ACDC-ThunderStruck,Federalists,251.12,11.15
121.62,Other,Know_Nothings,425.49,9.27
117.88,Camila_Cabello-Havana,Know_It_Alls,385.35,12.91
124.04,ACDC-ThunderStruck,Federalists,374.92,8.08
118.47,Mozart-Die_Zauberflote,Know_It_Alls,251.65,16.31
115.63,Camila_Cabello-Havana,Know_Nothings,383.74,10.3
123.8,Ed_Sheeran-Perfect,Federalists,427.55,6.79
121.83,ACDC-ThunderStruck,Know_Nothings,157.37,16.02
125.71,Drake-Gods_Plan,Federalists,313.29,9.55
118.35,Ed_Sheeran-Perfect,Federalists,541.05,3.73
122.34,Ed_Sheeran-Perfect,Federalists,400.48,7.42
119.66,Other,Know_Nothings,318,12.11
120.93,Ed_Sheeran-Perfect,Know_Nothings,462.18,8.25
127.96,Camila_Cabello-Havana,Know_Nothings,315.65,12.1
116.75,Drake-Gods_Plan,Know_Nothings,389.12,10.16
122.51,Rage_Against_The_Machine-Testify,Know_Somethings,349.34,16.3
118.26,Camila_Cabello-Havana,Know_It_Alls,315.71,14.57
120.61,Mozart-Die_Zauberflote,Know_Nothings,419.5,9.4
128.89,Drake-Gods_Plan,Know_Nothings,377.53,10.54
121.44,Ed_Sheeran-Perfect,Federalists,394.98,7.5
122.58,Drake-Gods_Plan,Know_Nothings,328.54,11.75
118.79,Drake-Gods_Plan,Federalists,356.11,8.52
117.37,Ed_Sheeran-Perfect,Federalists,493.51,4.9
117.84,Ed_Sheeran-Perfect,Federalists,162.21,13.5
120.55,Ed_Sheeran-Perfect,Federalists,498.78,4.97
117.93,Rage_Against_The_Machine-Testify,Know_Somethings,403.04,15.06
119.63,Camila_Cabello-Havana,Know_It_Alls,335.7,14.12
133.99,Mozart-Die_Zauberflote,Know_It_Alls,409.73,12.14
124,Other,Know_Somethings,502,12.41
123.76,Drake-Gods_Plan,Know_It_Alls,546.1,8.76
123.26,Ed_Sheeran-Perfect,Federalists,467.44,5.67
125.44,Other,Know_Nothings,299.68,12.6
120.03,Drake-Gods_Plan,Know_Nothings,294.39,12.73
117,Ed_Sheeran-Perfect,Know_Nothings,438.81,8.95
118.98,Camila_Cabello-Havana,Know_It_Alls,116.13,19.61
117.08,Ed_Sheeran-Perfect,Know_Nothings,365,10.68
120.65,Drake-Gods_Plan,Know_Nothings,393.99,10.05
115.06,Camila_Cabello-Havana,Know_It_Alls,388.33,12.74
119.77,Drake-Gods_Plan,Know_Nothings,385.22,10.16
122.41,Rage_Against_The_Machine-Testify,Know_Somethings,520.7,11.91
123.27,Drake-Gods_Plan,Know_Nothings,312.95,12.13
119.22,Drake-Gods_Plan,Know_Nothings,244.67,13.9
116.55,Rage_Against_The_Machine-Testify,Know_Somethings,247.46,18.86
117.99,Mozart-Die_Zauberflote,Know_It_Alls,467.03,10.84
120.2,Ed_Sheeran-Perfect,Federalists,340.11,8.97
120.39,Drake-Gods_Plan,Know_Somethings,304.38,17.35
119.81,Drake-Gods_Plan,Know_Nothings,313.95,11.97
113.93,Other,Know_Nothings,445.99,8.61
125.64,Mozart-Die_Zauberflote,Know_It_Alls,488.49,10.31
117,ACDC-ThunderStruck,Know_Somethings,468.22,13.25
120.38,Camila_Cabello-Havana,Know_It_Alls,462.18,10.89
119.73,Drake-Gods_Plan,Know_Nothings,456.01,8.36
116.55,Ed_Sheeran-Perfect,Know_Nothings,311.8,12.24
115.1,Drake-Gods_Plan,Know_Nothings,417.96,9.39
119.63,ACDC-ThunderStruck,Federalists,267.97,10.81
129.08,Drake-Gods_Plan,Know_Nothings,161.63,15.98
118.33,Other,Know_Nothings,292.64,12.72
118.69,Drake-Gods_Plan,Know_It_Alls,353.38,13.86
118.8,Camila_Cabello-Havana,Know_It_Alls,433.3,11.52
116.62,Ed_Sheeran-Perfect,Federalists,288.29,10.23
120.71,ACDC-ThunderStruck,Federalists,296.86,10.03
117.14,ACDC-ThunderStruck,Know_Nothings,255.73,13.7
124.69,ACDC-ThunderStruck,Federalists,529.41,4.05
