Social Media,Favorite song,Calories,Coffees,USERID
119.74,Other,410.69,7.07,100998
115.99,Mozart-Die_Zauberflote,225.27,14.35,100999
116.06,Drake-Gods_Plan,384.41,10.25,101000
117.4,ACDC-ThunderStruck,289.67,12.79,101001
118.92,Drake-Gods_Plan,251.86,13.78,101002
118.95,Drake-Gods_Plan,271.79,13.22,101003
123.39,ACDC-ThunderStruck,216.57,19.72,101004
127.21,Mozart-Die_Zauberflote,502.55,12.46,101005
116.02,Ed_Sheeran-Perfect,340.06,8.98,101006
117.83,Drake-Gods_Plan,455.09,8.52,101007
119.22,ACDC-ThunderStruck,525.54,4.15,101008
125.02,ACDC-ThunderStruck,282.65,10.29,101009
119.15,Camila_Cabello-Havana,654.58,5.92,101010
116.66,Drake-Gods_Plan,520.1,6.8,101011
119.66,Rage_Against_The_Machine-Testify,528.33,11.86,101012
128.77,Mozart-Die_Zauberflote,352.64,8.6,101013
120.34,Camila_Cabello-Havana,428.21,9.2,101014
117.17,Drake-Gods_Plan,383.99,10.39,101015
120.01,Rage_Against_The_Machine-Testify,355.42,16.14,101016
124.18,Other,399.02,12.53,101017
117.74,Mozart-Die_Zauberflote,272.27,15.82,101018
120.14,Rage_Against_The_Machine-Testify,420.54,14.54,101019
120.04,ACDC-ThunderStruck,411.8,12.15,101020
118.25,Camila_Cabello-Havana,385.94,10.34,101021
117.15,Drake-Gods_Plan,328.8,11.71,101022
117.16,Other,571.57,5.72,101023
119.23,Ed_Sheeran-Perfect,475.51,5.52,101024
119.73,Drake-Gods_Plan,376.74,10.46,101025
118.73,ACDC-ThunderStruck,487.3,5.1,101026
117.17,Mozart-Die_Zauberflote,425.47,11.7,101027
120.46,ACDC-ThunderStruck,465.9,5.72,101028
124.05,Drake-Gods_Plan,278.77,13.04,101029
126.26,Camila_Cabello-Havana,355.97,13.61,101030
118.77,Ed_Sheeran-Perfect,239.78,11.46,101031
118.36,ACDC-ThunderStruck,447.42,8.86,101032
118.72,Ed_Sheeran-Perfect,368.61,15.83,101033
117.82,Drake-Gods_Plan,333.22,11.6,101034
121.82,Rage_Against_The_Machine-Testify,434.06,6.72,101035
121.91,Rage_Against_The_Machine-Testify,372.54,15.64,101036
124.1,Mozart-Die_Zauberflote,211.14,17.34,101037
114.98,Camila_Cabello-Havana,320.33,14.65,101038
117.31,ACDC-ThunderStruck,390.2,10.14,101039
120.18,Other,455.52,8.56,101040
121.63,Drake-Gods_Plan,456.14,8.51,101041
118.41,ACDC-ThunderStruck,317.67,9.43,101042
116.49,Ed_Sheeran-Perfect,453.39,13.56,101043
118.48,Other,332.94,11.54,101044
114.55,Camila_Cabello-Havana,325.58,14.29,101045
121.84,Camila_Cabello-Havana,491.75,12.57,101046
119.08,ACDC-ThunderStruck,281.92,10.31,101047
118.23,Drake-Gods_Plan,366.95,10.86,101048
122.02,ACDC-ThunderStruck,467.01,10.87,101049
118.69,Ed_Sheeran-Perfect,364.92,10.84,101050
116.42,Ed_Sheeran-Perfect,266.13,15.76,101051
121.77,Drake-Gods_Plan,507.92,4.58,101052
119.07,Ed_Sheeran-Perfect,449.56,6.11,101053
122.2,Camila_Cabello-Havana,568.78,8.16,101054
117.67,Drake-Gods_Plan,400.61,9.86,101055
126.48,Ed_Sheeran-Perfect,480.07,5.36,101056
127.78,Ed_Sheeran-Perfect,294.91,10.02,101057
122.39,Rage_Against_The_Machine-Testify,509.23,7.21,101058
119.51,Ed_Sheeran-Perfect,506.07,7.34,101059
120.74,Drake-Gods_Plan,330.5,11.73,101060
117.64,Rage_Against_The_Machine-Testify,453.23,10.97,101061
119.96,Other,199.71,14.96,101062
116.15,Camila_Cabello-Havana,399.92,12.56,101063
115.46,Drake-Gods_Plan,318.12,11.96,101064
117.37,Rage_Against_The_Machine-Testify,352,13.76,101065
117.85,Drake-Gods_Plan,396.57,9.91,101066
122.04,Other,392.58,7.4,101067
118.77,Ed_Sheeran-Perfect,444.73,6.07,101068
118.81,ACDC-ThunderStruck,118.01,14.55,101069
118.09,Camila_Cabello-Havana,624.17,6.87,101070
119.85,Drake-Gods_Plan,243.12,13.94,101071
118.08,Camila_Cabello-Havana,339.24,11.41,101072
118.77,Drake-Gods_Plan,397.34,9.91,101073
117.82,Rage_Against_The_Machine-Testify,487.27,7.8,101074
114.8,Camila_Cabello-Havana,551.45,8.6,101075
116.26,Camila_Cabello-Havana,493.48,10.13,101076
118.22,Other,483.26,7.67,101077
124.37,Ed_Sheeran-Perfect,228.55,19.34,101078
119.93,Other,484.02,7.81,101079
119.71,Rage_Against_The_Machine-Testify,357.14,16.14,101080
114.77,Camila_Cabello-Havana,401.69,12.45,101081
118.37,Drake-Gods_Plan,264.41,13.35,101082
119.08,Camila_Cabello-Havana,542.24,8.97,101083
119.47,Camila_Cabello-Havana,278.29,15.64,101084
115.06,Drake-Gods_Plan,323.26,11.82,101085
119.17,Drake-Gods_Plan,331.56,11.63,101086
123.16,Other,290.63,12.81,101087
125.62,Camila_Cabello-Havana,449.25,6.11,101088
119.58,Ed_Sheeran-Perfect,321.22,9.42,101089
115.91,Camila_Cabello-Havana,554.65,3.38,101090
117.51,Drake-Gods_Plan,369.53,10.64,101091
116.37,Ed_Sheeran-Perfect,435.89,6.34,101092
125.76,Camila_Cabello-Havana,355.21,13.55,101093
115.76,Ed_Sheeran-Perfect,531.26,4.13,101094
123.76,Ed_Sheeran-Perfect,321.81,9.32,101095
116.74,Rage_Against_The_Machine-Testify,507.16,4.81,101096
123.39,ACDC-ThunderStruck,588.79,2.4,101097
118.15,Mozart-Die_Zauberflote,299.14,15.02,101098
114.05,Ed_Sheeran-Perfect,453.12,5.95,101099
119.86,Rage_Against_The_Machine-Testify,435.29,14.17,101100
120.47,Other,351.9,11.03,101101
121.47,Other,421.57,6.92,101102
123.82,Rage_Against_The_Machine-Testify,189.12,15.27,101103
121.24,Other,265.43,15.85,101104
124.37,Camila_Cabello-Havana,422.03,11.82,101105
119.58,Rage_Against_The_Machine-Testify,380.75,10.41,101106
121.3,Rage_Against_The_Machine-Testify,457.79,13.48,101107
120.61,Other,340.38,11.25,101108
119.06,Rage_Against_The_Machine-Testify,324.46,16.95,101109
116.43,Rage_Against_The_Machine-Testify,411.48,12.12,101110
124.34,Rage_Against_The_Machine-Testify,374.43,15.62,101111
128.44,ACDC-ThunderStruck,461.89,10.89,101112
118.4,Rage_Against_The_Machine-Testify,379.98,15.4,101113
117.25,ACDC-ThunderStruck,200.35,12.5,101114
126.79,Drake-Gods_Plan,438.68,11.5,101115
119.04,ACDC-ThunderStruck,493.69,5.03,101116
114.47,Camila_Cabello-Havana,363.26,13.44,101117
121.57,Ed_Sheeran-Perfect,409.7,7.17,101118
122.21,ACDC-ThunderStruck,292.91,9.99,101119
117.87,Other,503.79,9.79,101120
116.77,Camila_Cabello-Havana,359.63,13.62,101121
115.36,Rage_Against_The_Machine-Testify,479.6,8,101122
122.66,Rage_Against_The_Machine-Testify,367.27,16,101123
120.06,Drake-Gods_Plan,381.19,10.35,101124
121.69,Other,412.34,9.46,101125
122.08,Mozart-Die_Zauberflote,367.36,8.02,101126
117.02,Rage_Against_The_Machine-Testify,488.05,12.83,101127
114.91,Camila_Cabello-Havana,304.01,9.75,101128
126.59,Mozart-Die_Zauberflote,421.49,11.84,101129
117.52,Other,409.71,9.59,101130
121.84,Drake-Gods_Plan,406.74,7.22,101131
122.53,Other,266.64,15.85,101132
120.77,Ed_Sheeran-Perfect,440.15,6.35,101133
119.25,Mozart-Die_Zauberflote,480.57,7.97,101134
122.57,Other,455.18,6.06,101135
126.58,Drake-Gods_Plan,369.66,10.83,101136
125.44,Other,282.2,12.87,101137
118.24,Mozart-Die_Zauberflote,479.5,10.52,101138
117.95,Ed_Sheeran-Perfect,419.11,6.9,101139
115.13,Ed_Sheeran-Perfect,193.74,12.65,101140
118.52,ACDC-ThunderStruck,383.47,7.74,101141
120.19,Drake-Gods_Plan,425.51,9.26,101142
119.55,Mozart-Die_Zauberflote,368.43,10.75,101143
122.5,Camila_Cabello-Havana,410,12.29,101144
123.25,Mozart-Die_Zauberflote,404.07,9.94,101145
118.67,Drake-Gods_Plan,295.37,12.62,101146
122.76,Other,343.08,11.25,101147
124.03,Mozart-Die_Zauberflote,444.39,11.22,101148
115.13,Rage_Against_The_Machine-Testify,526.24,4.21,101149
119.92,Drake-Gods_Plan,487.47,7.67,101150
119.92,Drake-Gods_Plan,557.51,10.93,101151
117.46,ACDC-ThunderStruck,430.22,6.47,101152
119.53,Drake-Gods_Plan,294.83,10.04,101153
121.5,Mozart-Die_Zauberflote,637.01,6.44,101154
121.5,ACDC-ThunderStruck,318.98,17.19,101155
117.22,Camila_Cabello-Havana,514.48,9.57,101156
119.43,Drake-Gods_Plan,414.3,9.52,101157
115.39,Mozart-Die_Zauberflote,453.06,11.17,101158
120.57,Mozart-Die_Zauberflote,415.07,7.02,101159
117.71,Camila_Cabello-Havana,339.08,13.93,101160
122.04,Rage_Against_The_Machine-Testify,467.93,13.45,101161
118.34,Drake-Gods_Plan,487.02,7.58,101162
120.89,Rage_Against_The_Machine-Testify,385.88,15.34,101163
116.97,ACDC-ThunderStruck,414.89,9.57,101164
116.97,Rage_Against_The_Machine-Testify,382.28,7.81,101165
125.1,ACDC-ThunderStruck,206.79,14.9,101166
117.97,Drake-Gods_Plan,522.79,6.78,101167
116.42,Drake-Gods_Plan,440,8.94,101168
118.25,Rage_Against_The_Machine-Testify,401.44,15.02,101169
114,Ed_Sheeran-Perfect,333.62,14.18,101170
123.21,Mozart-Die_Zauberflote,376.63,7.98,101171
120.71,Ed_Sheeran-Perfect,394.84,7.48,101172
117.72,Rage_Against_The_Machine-Testify,324.22,16.9,101173
116.34,Drake-Gods_Plan,425.68,9.26,101174
115.98,Mozart-Die_Zauberflote,120.51,17.12,101175
115.25,Ed_Sheeran-Perfect,541.43,3.77,101176
116.49,Camila_Cabello-Havana,445.64,11.12,101177
119.05,Drake-Gods_Plan,447.29,8.69,101178
118.55,Ed_Sheeran-Perfect,267.66,10.73,101179
117.24,Other,562.57,5.87,101180
118.27,Rage_Against_The_Machine-Testify,524.86,11.8,101181
117.22,Mozart-Die_Zauberflote,511.29,9.61,101182
122.56,Camila_Cabello-Havana,412.77,9.57,101183
117.3,Camila_Cabello-Havana,232.08,16.69,101184
119.87,Drake-Gods_Plan,325.87,11.94,101185
119.8,Drake-Gods_Plan,536.28,6.48,101186
114.76,Other,409.12,9.76,101187
120.07,Camila_Cabello-Havana,254.49,16.25,101188
124.81,Other,374.88,10.53,101189
119.37,Ed_Sheeran-Perfect,468.02,8.2,101190
119.46,Mozart-Die_Zauberflote,353.45,13.66,101191
115.61,Drake-Gods_Plan,468.78,5.49,101192
116.82,ACDC-ThunderStruck,541.09,6.23,101193
120.79,Camila_Cabello-Havana,364.62,15.91,101194
121.85,Other,399.2,12.58,101195
120.97,Other,379.09,10.43,101196
124.95,Camila_Cabello-Havana,353.56,11.11,101197
124.97,Rage_Against_The_Machine-Testify,384.71,15.4,101198
117.78,ACDC-ThunderStruck,439.73,6.27,101199
121.36,ACDC-ThunderStruck,562.11,3.3,101200
117.85,Other,328.96,9.2,101201
118.2,ACDC-ThunderStruck,351.54,8.62,101202
117.16,Mozart-Die_Zauberflote,415.58,6.92,101203
126.47,Camila_Cabello-Havana,458.8,10.89,101204
124.06,Camila_Cabello-Havana,336.96,13.97,101205
118.45,Drake-Gods_Plan,277.32,13.12,101206
123.02,ACDC-ThunderStruck,365.5,8.33,101207
125.65,ACDC-ThunderStruck,508.76,7.15,101208
122.86,Camila_Cabello-Havana,551.42,3.57,101209
121.06,Ed_Sheeran-Perfect,356.08,8.5,101210
122.5,Camila_Cabello-Havana,348.81,13.78,101211
119.43,Drake-Gods_Plan,465.64,5.75,101212
118.48,Camila_Cabello-Havana,319.81,14.57,101213
117.01,Camila_Cabello-Havana,404.25,9.86,101214
116.86,Mozart-Die_Zauberflote,351.37,16.19,101215
120.53,Mozart-Die_Zauberflote,365.03,13.4,101216
115.41,Drake-Gods_Plan,316.51,11.8,101217
117.99,Ed_Sheeran-Perfect,345.83,8.6,101218
118.3,Camila_Cabello-Havana,239.84,16.52,101219
117.95,Mozart-Die_Zauberflote,502.65,9.83,101220
122.57,Drake-Gods_Plan,400.29,14.87,101221
119.66,Ed_Sheeran-Perfect,429.47,9.23,101222
133.28,ACDC-ThunderStruck,398.65,7.44,101223
117.72,Ed_Sheeran-Perfect,246.82,11.26,101224
117.65,Camila_Cabello-Havana,323.98,11.81,101225
117.37,Drake-Gods_Plan,685.52,2.77,101226
117.1,Ed_Sheeran-Perfect,365.69,15.85,101227
114.66,Drake-Gods_Plan,374.52,10.49,101228
122.07,Drake-Gods_Plan,328.05,11.87,101229
122.71,Other,456.59,8.55,101230
119.3,Ed_Sheeran-Perfect,295.32,10.15,101231
120.12,Ed_Sheeran-Perfect,528.32,4.22,101232
119.57,Other,406.64,9.64,101233
120.89,Rage_Against_The_Machine-Testify,421.55,14.55,101234
116.9,Ed_Sheeran-Perfect,291.84,15.3,101235
123.66,Other,431.29,9.15,101236
121.48,Rage_Against_The_Machine-Testify,387.95,15.24,101237
117.65,Camila_Cabello-Havana,338.37,14.27,101238
129.88,Rage_Against_The_Machine-Testify,344.31,11.3,101239
125.62,Mozart-Die_Zauberflote,408.36,9.68,101240
117.24,Rage_Against_The_Machine-Testify,323.35,16.89,101241
121.65,Camila_Cabello-Havana,222,17.02,101242
115.47,ACDC-ThunderStruck,386.81,7.81,101243
122.44,Ed_Sheeran-Perfect,428.38,9.17,101244
123.05,Ed_Sheeran-Perfect,424.7,9.2,101245
125.51,Camila_Cabello-Havana,361.53,13.59,101246
117.08,Camila_Cabello-Havana,295.44,15.17,101247
123.78,ACDC-ThunderStruck,355.66,8.48,101248
116.39,Ed_Sheeran-Perfect,482.07,5.32,101249
115.08,Drake-Gods_Plan,174.72,15.59,101250
118.13,Rage_Against_The_Machine-Testify,282.84,17.88,101251
117.77,ACDC-ThunderStruck,442.45,8.91,101252
122.06,Rage_Against_The_Machine-Testify,327.14,16.72,101253
125.79,Ed_Sheeran-Perfect,301.17,9.79,101254
118.12,Mozart-Die_Zauberflote,308.91,14.81,101255
123.76,Camila_Cabello-Havana,250.27,13.84,101256
121.61,Rage_Against_The_Machine-Testify,464.95,5.87,101257
121.08,Other,603.12,4.67,101258
120.07,Ed_Sheeran-Perfect,330.26,9.14,101259
118.44,Camila_Cabello-Havana,414.88,9.52,101260
118.13,Other,293.92,12.68,101261
122.98,Other,467.98,8.25,101262
117.85,Drake-Gods_Plan,472.09,5.6,101263
121.79,Mozart-Die_Zauberflote,501.24,9.86,101264
118.31,Other,368.13,10.82,101265
121.07,Mozart-Die_Zauberflote,398.69,12.39,101266
121.57,Drake-Gods_Plan,278.98,12.94,101267
117.76,Ed_Sheeran-Perfect,477.15,10.59,101268
119.91,ACDC-ThunderStruck,388.2,10.22,101269
119,Other,226.3,14.35,101270
117.88,Mozart-Die_Zauberflote,376.09,13.08,101271
119.36,Drake-Gods_Plan,251.98,13.81,101272
124.08,Camila_Cabello-Havana,414.54,14.64,101273
118.42,Other,600.87,2.21,101274
119.01,ACDC-ThunderStruck,397.71,9.93,101275
121.33,Drake-Gods_Plan,408.65,9.6,101276
117.19,Other,423.25,11.83,101277
115.02,Other,489.53,10.19,101278
119.05,ACDC-ThunderStruck,465.69,5.74,101279
119.06,Camila_Cabello-Havana,505.26,12.4,101280
115.01,Drake-Gods_Plan,203.05,14.95,101281
115.77,Drake-Gods_Plan,312.81,9.56,101282
119.16,Ed_Sheeran-Perfect,439.02,6.34,101283
120.32,Rage_Against_The_Machine-Testify,458.85,5.77,101284
118.64,Rage_Against_The_Machine-Testify,380.21,10.44,101285
117.64,Drake-Gods_Plan,240.12,16.44,101286
123.04,Drake-Gods_Plan,355.14,11.03,101287
119.2,Drake-Gods_Plan,433.07,9.18,101288
122.14,ACDC-ThunderStruck,362.33,8.41,101289
125.45,Drake-Gods_Plan,411.64,9.57,101290
120.65,Drake-Gods_Plan,283.69,12.98,101291
128.03,Other,387.08,10.25,101292
121.17,Drake-Gods_Plan,367.11,10.84,101293
118.75,Mozart-Die_Zauberflote,358.27,13.49,101294
123.82,Rage_Against_The_Machine-Testify,285.78,17.81,101295
114.17,Ed_Sheeran-Perfect,325.81,9.23,101296
118.79,Rage_Against_The_Machine-Testify,451.54,6.12,101297
118.9,Camila_Cabello-Havana,328.61,14.32,101298
119.39,Rage_Against_The_Machine-Testify,451.35,13.57,101299
122.46,Drake-Gods_Plan,381.05,10.37,101300
119.04,Ed_Sheeran-Perfect,455.41,5.99,101301
120.56,Rage_Against_The_Machine-Testify,519.42,11.98,101302
116.79,Ed_Sheeran-Perfect,493.23,7.57,101303
117.42,Ed_Sheeran-Perfect,454.06,5.86,101304
116.91,ACDC-ThunderStruck,489.95,5.2,101305
116.78,Drake-Gods_Plan,451.02,8.54,101306
129.48,ACDC-ThunderStruck,535.36,3.98,101307
120.47,Mozart-Die_Zauberflote,254.63,16.23,101308
119.75,ACDC-ThunderStruck,360.72,8.28,101309
119.82,ACDC-ThunderStruck,306.24,9.9,101310
115.35,Camila_Cabello-Havana,430.54,9.18,101311
118.5,Rage_Against_The_Machine-Testify,472.48,13.08,101312
119.36,Other,222.4,16.93,101313
121.13,Ed_Sheeran-Perfect,269.93,10.75,101314
122.42,ACDC-ThunderStruck,428.2,6.59,101315
125.42,Ed_Sheeran-Perfect,326.28,9.32,101316
119.54,Other,475.02,7.95,101317
120.7,Ed_Sheeran-Perfect,394.25,7.55,101318
118.44,Rage_Against_The_Machine-Testify,532.51,11.65,101319
127.4,Other,293.4,12.58,101320
115.73,ACDC-ThunderStruck,366.73,13.26,101321
118.23,ACDC-ThunderStruck,471.5,5.53,101322
117.22,Rage_Against_The_Machine-Testify,360.73,15.96,101323
123.78,Other,363.02,10.87,101324
116.7,Mozart-Die_Zauberflote,319.46,9.38,101325
128.71,Other,440.84,8.89,101326
116.82,Other,421.98,9.32,101327
119.62,Camila_Cabello-Havana,352.36,13.57,101328
117.44,Ed_Sheeran-Perfect,375.66,8.04,101329
116.93,Rage_Against_The_Machine-Testify,519.08,9.56,101330
120.24,Ed_Sheeran-Perfect,507.9,4.61,101331
122.21,Ed_Sheeran-Perfect,326.22,9.25,101332
123.61,Drake-Gods_Plan,499.66,7.29,101333
124.73,Other,440.22,8.84,101334
120.14,Camila_Cabello-Havana,470.05,5.73,101335
119.15,ACDC-ThunderStruck,560.08,3.27,101336
122.83,Ed_Sheeran-Perfect,415.78,7.1,101337
124.82,Rage_Against_The_Machine-Testify,357.74,11.14,101338
123.12,Drake-Gods_Plan,417.57,9.5,101339
119.57,Drake-Gods_Plan,350.01,11.27,101340
120.01,Camila_Cabello-Havana,223.25,17,101341
117.14,Camila_Cabello-Havana,333.3,11.48,101342
115.75,Other,278.05,12.96,101343
119.47,Ed_Sheeran-Perfect,354.93,8.56,101344
124.88,Rage_Against_The_Machine-Testify,518.81,11.89,101345
130.14,ACDC-ThunderStruck,452.57,6.15,101346
116.27,Ed_Sheeran-Perfect,409.76,7.09,101347
122.71,Drake-Gods_Plan,469.2,8.19,101348
120.95,Ed_Sheeran-Perfect,356.1,13.6,101349
118.53,Drake-Gods_Plan,361.87,10.9,101350
120.97,ACDC-ThunderStruck,432.97,6.53,101351
122.16,Rage_Against_The_Machine-Testify,300.16,17.52,101352
124.32,ACDC-ThunderStruck,374.27,7.94,101353
121.71,Other,342.27,11.29,101354
120.32,Ed_Sheeran-Perfect,545.46,3.63,101355
121.11,Ed_Sheeran-Perfect,442.04,6.33,101356
117.56,Other,474.62,5.47,101357
117.75,Drake-Gods_Plan,397.43,10.07,101358
116.81,Rage_Against_The_Machine-Testify,349.47,11.25,101359
121.99,Other,234.23,16.65,101360
115.99,Camila_Cabello-Havana,363.34,13.39,101361
117.2,ACDC-ThunderStruck,608.5,2.12,101362
127.07,Drake-Gods_Plan,475.29,8.06,101363
116.07,Ed_Sheeran-Perfect,402.42,7.23,101364
117.58,Other,413.18,9.58,101365
125.26,Camila_Cabello-Havana,216.32,14.56,101366
122.23,Mozart-Die_Zauberflote,341.16,13.91,101367
119.64,Camila_Cabello-Havana,320.47,14.38,101368
120.85,Ed_Sheeran-Perfect,423.51,6.73,101369
118.94,Drake-Gods_Plan,480.75,7.83,101370
121.66,Mozart-Die_Zauberflote,407.86,7.21,101371
118.23,ACDC-ThunderStruck,480.55,5.36,101372
116.35,Camila_Cabello-Havana,306.52,14.83,101373
116.81,Drake-Gods_Plan,283.83,12.76,101374
118.61,Ed_Sheeran-Perfect,585.62,2.83,101375
117.67,Other,240.48,11.47,101376
119.51,Ed_Sheeran-Perfect,359.64,8.45,101377
120.05,Rage_Against_The_Machine-Testify,263.03,18.4,101378
115.09,Ed_Sheeran-Perfect,296.95,9.97,101379
117.06,Drake-Gods_Plan,390.81,12.66,101380
121.57,Drake-Gods_Plan,416.35,9.42,101381
118.08,Drake-Gods_Plan,385.6,10.31,101382
119.84,ACDC-ThunderStruck,391.03,7.62,101383
121.51,ACDC-ThunderStruck,372.05,10.62,101384
124.01,Ed_Sheeran-Perfect,623.53,1.66,101385
121.18,Drake-Gods_Plan,482.4,7.79,101386
119.56,Ed_Sheeran-Perfect,311.75,9.63,101387
119.61,Camila_Cabello-Havana,431.24,11.75,101388
116.42,Mozart-Die_Zauberflote,382.91,7.64,101389
127.92,ACDC-ThunderStruck,366.61,8.25,101390
123.01,Camila_Cabello-Havana,404.11,12.42,101391
117.26,ACDC-ThunderStruck,300.6,9.93,101392
119.35,Drake-Gods_Plan,345.82,11.46,101393
120.27,ACDC-ThunderStruck,486.19,7.76,101394
118.77,ACDC-ThunderStruck,455.52,5.84,101395
118.92,Drake-Gods_Plan,198.86,15.13,101396
123.44,Rage_Against_The_Machine-Testify,648.81,8.41,101397
119.34,Camila_Cabello-Havana,421.88,6.72,101398
117.54,Ed_Sheeran-Perfect,314.34,9.55,101399
120.08,Ed_Sheeran-Perfect,431.15,6.58,101400
117.93,Ed_Sheeran-Perfect,306.56,9.79,101401
121.72,Mozart-Die_Zauberflote,563,8.37,101402
131.25,Rage_Against_The_Machine-Testify,439.35,13.92,101403
117.04,Camila_Cabello-Havana,331.78,9.09,101404
119.83,Camila_Cabello-Havana,105.08,20.19,101405
117.87,Camila_Cabello-Havana,273.49,10.54,101406
117.1,Camila_Cabello-Havana,410.24,7.05,101407
118.66,Other,236.23,11.53,101408
118.77,Mozart-Die_Zauberflote,338.11,8.91,101409
124.06,Other,374.3,10.47,101410
116.16,Mozart-Die_Zauberflote,386.47,12.96,101411
123.69,Camila_Cabello-Havana,485.1,10.24,101412
130.59,Other,325.96,11.77,101413
119.48,Mozart-Die_Zauberflote,218.9,12.09,101414
119.67,Mozart-Die_Zauberflote,473.9,8.01,101415
118.53,Drake-Gods_Plan,400.4,9.83,101416
116.49,Rage_Against_The_Machine-Testify,451.71,13.73,101417
119.34,Other,233.96,14.2,101418
116.18,ACDC-ThunderStruck,295.38,9.93,101419
117.6,ACDC-ThunderStruck,251.74,18.73,101420
123.88,Camila_Cabello-Havana,399.02,12.47,101421
121.74,ACDC-ThunderStruck,501.12,4.82,101422
122.42,Camila_Cabello-Havana,248.12,16.27,101423
123.27,Camila_Cabello-Havana,301.06,15.01,101424
120.88,Drake-Gods_Plan,117.04,16.99,101425
118.16,Other,421.35,9.49,101426
115.3,Camila_Cabello-Havana,450.33,11.2,101427
125.36,Rage_Against_The_Machine-Testify,509.7,12.09,101428
125.49,Rage_Against_The_Machine-Testify,596.05,7.46,101429
119.82,Drake-Gods_Plan,196.15,20.06,101430
119.57,Other,413.63,9.49,101431
125.15,Drake-Gods_Plan,519.78,6.9,101432
116.51,ACDC-ThunderStruck,409.01,12.23,101433
116.38,ACDC-ThunderStruck,330.62,9.08,101434
117.43,Other,401.92,9.89,101435
118.31,Other,383.07,10.38,101436
124.53,Other,342.43,11.3,101437
115.22,Camila_Cabello-Havana,414.77,12.11,101438
114.55,Camila_Cabello-Havana,421.07,11.99,101439
119.68,ACDC-ThunderStruck,347.64,11.31,101440
118.89,Drake-Gods_Plan,481.96,10.39,101441
116.86,Camila_Cabello-Havana,328.48,14.29,101442
123.77,Other,368.6,8.22,101443
117.02,Ed_Sheeran-Perfect,536.65,3.93,101444
119.29,Rage_Against_The_Machine-Testify,302.55,12.39,101445
132.56,Drake-Gods_Plan,572.93,5.38,101446
119.65,Mozart-Die_Zauberflote,479.17,10.44,101447
132.97,Drake-Gods_Plan,419.14,9.47,101448
120.39,Ed_Sheeran-Perfect,503.55,4.76,101449
118.91,Ed_Sheeran-Perfect,460.59,8.48,101450
119.9,Other,426.39,11.71,101451
117.02,Other,370.62,10.57,101452
116.96,Ed_Sheeran-Perfect,389.41,7.64,101453
129.35,Other,399.6,10.01,101454
122.55,Camila_Cabello-Havana,511.47,9.7,101455
115.51,Camila_Cabello-Havana,450.23,11.31,101456
118.05,Ed_Sheeran-Perfect,434.58,6.44,101457
117.93,Mozart-Die_Zauberflote,226.2,19.46,101458
124.26,Ed_Sheeran-Perfect,344.51,8.94,101459
115.72,Drake-Gods_Plan,466.51,13.26,101460
121.81,Drake-Gods_Plan,435.08,6.36,101461
118.71,Ed_Sheeran-Perfect,430.22,6.6,101462
119.44,Other,359.63,10.82,101463
116.41,Rage_Against_The_Machine-Testify,351.93,8.52,101464
118.54,ACDC-ThunderStruck,323.83,9.26,101465
126.82,Ed_Sheeran-Perfect,393.33,7.5,101466
118.45,Ed_Sheeran-Perfect,463.59,5.69,101467
117.04,Drake-Gods_Plan,241.08,13.96,101468
118.58,Mozart-Die_Zauberflote,354.92,11.07,101469
119.84,Other,314.1,12.16,101470
124.22,Ed_Sheeran-Perfect,304.85,14.84,101471
116.22,Drake-Gods_Plan,133.15,16.63,101472
120.5,Ed_Sheeran-Perfect,314.94,9.46,101473
123.07,Drake-Gods_Plan,338.76,11.61,101474
122.44,Camila_Cabello-Havana,425.54,11.87,101475
116.23,ACDC-ThunderStruck,433.28,11.6,101476
126.56,Drake-Gods_Plan,477.86,7.9,101477
122.09,Rage_Against_The_Machine-Testify,637.91,8.99,101478
117.25,Drake-Gods_Plan,374.95,10.51,101479
120.01,ACDC-ThunderStruck,333.7,14.15,101480
121.9,Ed_Sheeran-Perfect,420.82,9.36,101481
118.56,Mozart-Die_Zauberflote,404.73,12.34,101482
117.9,Rage_Against_The_Machine-Testify,560.38,11.01,101483
120.31,Drake-Gods_Plan,395.34,10.03,101484
119.42,Drake-Gods_Plan,438,6.5,101485
125.61,Other,449.21,8.57,101486
118.07,Other,525.35,9.29,101487
119.79,Camila_Cabello-Havana,498.96,4.92,101488
119.62,Drake-Gods_Plan,240.58,13.96,101489
122.09,Ed_Sheeran-Perfect,382.18,10.36,101490
115.93,Drake-Gods_Plan,569.73,5.58,101491
119.5,Other,258.7,13.54,101492
117.25,Rage_Against_The_Machine-Testify,376.28,10.5,101493
119.6,Ed_Sheeran-Perfect,302.56,14.89,101494
120.68,Camila_Cabello-Havana,391.49,12.58,101495
119.43,Camila_Cabello-Havana,154.32,13.69,101496
120.72,Drake-Gods_Plan,203.22,14.9,101497
118.56,ACDC-ThunderStruck,331.7,9.09,101498
123.92,Camila_Cabello-Havana,321.76,17.01,101499
119.49,Mozart-Die_Zauberflote,460.09,13.67,101500
113.76,Drake-Gods_Plan,590.88,5.07,101501
118.81,Drake-Gods_Plan,365.35,10.8,101502
120.28,Ed_Sheeran-Perfect,476.37,5.41,101503
119.54,Ed_Sheeran-Perfect,211.18,12.26,101504
119.24,Camila_Cabello-Havana,313.14,14.64,101505
121.99,Rage_Against_The_Machine-Testify,292.47,15.19,101506
116.28,Camila_Cabello-Havana,458.64,11.04,101507
